"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL2024561";"";"None";"440.50";"0";"1.97";"4, KPU-105";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)c3ccccc3)c2)[nH]c1=O";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL2051664";"Antimitotic activity in human HeLa cells assessed as multipolar spindle formation at 3 nM after 6 hrs by DAPI staining-based immunofluorescence analysis";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL399";"HeLa";"Homo sapiens";"CELL-LINE";"CHEMBL2046436";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"CHEMBL3308376";"";""
"CHEMBL1096380";"PLINABULIN";"3.0";"336.40";"0";"0.74";"1, NPI-2358, KPU-2";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O";"IC50";"'='";"13.5";"nM";"7.87";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1646632";"Cytotoxicity against human HT-29 cells after 72 hrs by XTT/PMS method";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HT-29";"None";"";"";"";"CHEMBL384";"HT-29";"Homo sapiens";"CELL-LINE";"CHEMBL1641522";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"CHEMBL3307768";"";""
"CHEMBL3984744";"";"None";"451.40";"0";"1.01";"NP1-2421; KPU-70";"CC(C)(C)c1ocnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O.O=C(O)C(F)(F)F";"Ratio EC50";"'='";"0.6";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3881650";"Ratio of EC50 for human mitoxantrone-sensitive HL60 cells to EC50 for human mitoxantrone-resistant HL60/MX2 cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HL-60";"None";"";"";"";"CHEMBL383";"HL-60";"Homo sapiens";"CELL-LINE";"CHEMBL3881525";"38";"Patent Bioactivity Data";"";"2007";"CHEMBL3307654";"";""
"CHEMBL4639978";"";"None";"390.37";"0";"1.38";"17e";"O=c1[nH]/c(=C\c2ncc[nH]2)c(=O)[nH]/c1=C\c1cccc(Oc2ccc(F)cc2)c1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4629251";"Cytotoxicity against human NCI-H460 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H460";"None";"";"";"";"CHEMBL396";"NCI-H460";"Homo sapiens";"CELL-LINE";"CHEMBL4627367";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL3307677";"";""
"CHEMBL4643083";"";"None";"446.43";"0";"1.83";"17p";"COCc1ccc(/C=c2\[nH]c(=O)/c(=C/c3cccc(C(=O)c4ccc(F)cc4)c3)[nH]c2=O)o1";"IC50";"'='";"2.9";"nM";"8.54";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4629251";"Cytotoxicity against human NCI-H460 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H460";"None";"";"";"";"CHEMBL396";"NCI-H460";"Homo sapiens";"CELL-LINE";"CHEMBL4627367";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL3307677";"";""
"CHEMBL4636627";"";"None";"432.46";"0";"2.50";"14a";"CC(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(Oc3ccc(F)cc3)c2)[nH]c1=O";"IC50";"'='";"3.4";"nM";"8.47";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4629252";"Cytotoxicity against human BxPC3 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BXPC-3";"None";"";"";"";"CHEMBL614530";"BXPC-3";"Homo sapiens";"CELL-LINE";"CHEMBL4627367";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL3307637";"";""
"CHEMBL4226762";"";"None";"441.49";"0";"1.37";"13b";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)c3cccnc3)c2)[nH]c1=O";"IC50";"'='";"4.05";"nM";"8.39";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4222806";"Antiproliferative activity against human BxPC3 cells after 72 hrs by sulforhodamine B assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BXPC-3";"None";"";"";"";"CHEMBL614530";"BXPC-3";"Homo sapiens";"CELL-LINE";"CHEMBL4219170";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"CHEMBL3307637";"";""
"CHEMBL2031706";"";"None";"367.49";"0";"3.25";"3b";"CC(C)=CCc1[nH]c2ccccc2c1C[C@@H]1NC(=O)[C@H](CC(C)C)NC1=O";"IC50";"'='";"92600.0";"nM";"4.03";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2032598";"Cytotoxicity against human cisplatin sensitive A2780 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"A2780";"None";"";"";"";"CHEMBL614004";"A2780";"Homo sapiens";"CELL-LINE";"CHEMBL2029224";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3308421";"";""
"CHEMBL2031714";"";"None";"391.48";"0";"2.17";"14b";"CC(C)=CCc1[nH]c2ccccc2c1C[C@@H]1NC(=O)[C@H](Cc2c[nH]cn2)NC1=O";"IC50";"'='";"91700.0";"nM";"4.04";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2032599";"Cytotoxicity against human cisplatin resistant A2780 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"A2780";"None";"";"";"";"CHEMBL614004";"A2780";"Homo sapiens";"CELL-LINE";"CHEMBL2029224";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3308421";"";""
"CHEMBL1096380";"PLINABULIN";"3.0";"336.40";"0";"0.74";"KPU-02; NPI-2358; tBu-delta-PLH";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O";"Ratio IC50";"'>'";"20.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3881600";"Ratio of IC50 for human CCD-27sk cells to IC50 for human MDA-MB-231 cells";"U";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDA-MB-231";"None";"";"";"";"CHEMBL400";"MDA-MB-231";"Homo sapiens";"CELL-LINE";"CHEMBL3881525";"38";"Patent Bioactivity Data";"";"2007";"CHEMBL3307960";"";""
"CHEMBL1096380";"PLINABULIN";"3.0";"336.40";"0";"0.74";"KPU-02; NPI-2358; tBu-delta-PLH";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O";"TGI";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL3881672";"Potentiation of taxotere-induced antitumor activity against human MCF7 cells xenografted in nude mouse assessed as tumor growth inhibition at 7.5 mg/kg, ip qd for 4 days measured on day 7";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"MCF7";"None";"";"";"";"CHEMBL387";"MCF7";"Homo sapiens";"CELL-LINE";"CHEMBL3881525";"38";"Patent Bioactivity Data";"";"2007";"CHEMBL3308403";"";""
"CHEMBL1096380";"PLINABULIN";"3.0";"336.40";"0";"0.74";"KPU-02; NPI-2358; tBu-delta-PLH";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O";"Ratio IC50";"'='";"1.28";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3881622";"Ratio of IC50 for human mitoxantrone-sensitive HL60 cells to IC50 for human mitoxantrone-resistant HL60/MX2 cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HL-60";"None";"";"";"";"CHEMBL383";"HL-60";"Homo sapiens";"CELL-LINE";"CHEMBL3881525";"38";"Patent Bioactivity Data";"";"2007";"CHEMBL3307654";"";""
"CHEMBL2022198";"";"None";"387.44";"0";"1.29";"55, KPU-101";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc3cnccc23)[nH]c1=O";"IC50";"'='";"21.0";"nM";"7.68";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2026543";"Cytotoxicity against human HT-29 cells after 48 hrs using resazurin by microplate fluorometer analysis";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HT-29";"None";"";"";"";"CHEMBL384";"HT-29";"Homo sapiens";"CELL-LINE";"CHEMBL2021797";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3307768";"";""
"CHEMBL2022198";"";"None";"387.44";"0";"1.29";"55, KPU-101";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc3cnccc23)[nH]c1=O";"Activity";"'='";"9.8";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2027121";"Induction of cell cycle arrest in human HeLa cells assessed as accumulation at G0/G1 phase at 100 nM after 18 hrs by propidium iodide based flow cytometric analysis (Rvb = 43.9 %)";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL399";"HeLa";"Homo sapiens";"CELL-LINE";"CHEMBL2021797";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3308376";"";""
"CHEMBL2022198";"";"None";"387.44";"0";"1.29";"55, KPU-101";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc3cnccc23)[nH]c1=O";"Activity";"'='";"4.8";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2027122";"Induction of cell cycle arrest in human HeLa cells assessed as accumulation at S phase at 100 nM after 18 hrs by propidium iodide based flow cytometric analysis (Rvb = 39.9 %)";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL399";"HeLa";"Homo sapiens";"CELL-LINE";"CHEMBL2021797";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3308376";"";""
"CHEMBL2024544";"";"None";"372.38";"0";"1.02";"33, KPU-89";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cc(F)ccc2F)[nH]c1=O";"Activity";"'='";"16.4";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2027126";"Induction of cell cycle arrest in human HeLa cells assessed as accumulation at G2/M phase at 3 nM after 18 hrs by propidium iodide based flow cytometric analysis (Rvb = 16.2 %)";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL399";"HeLa";"Homo sapiens";"CELL-LINE";"CHEMBL2021797";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3308376";"";""
"CHEMBL2024561";"";"None";"440.50";"0";"1.97";"50, KPU-105";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)c3ccccc3)c2)[nH]c1=O";"Activity";"'='";"45.7";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2027126";"Induction of cell cycle arrest in human HeLa cells assessed as accumulation at G2/M phase at 3 nM after 18 hrs by propidium iodide based flow cytometric analysis (Rvb = 16.2 %)";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL399";"HeLa";"Homo sapiens";"CELL-LINE";"CHEMBL2021797";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3308376";"";""
"CHEMBL1096380";"PLINABULIN";"3.0";"336.40";"0";"0.74";"11, KPU-2/NPI-2358, Plinabulin";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O";"IC50";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2027127";"Cytotoxicity against HUVEC after 48 hrs using resazurin by microplate fluorometer analysis";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL613979";"HUVEC";"Homo sapiens";"CELL-LINE";"CHEMBL2021797";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3307501";"";""
"CHEMBL2024544";"";"None";"372.38";"0";"1.02";"33, KPU-89";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cc(F)ccc2F)[nH]c1=O";"IC50";"'='";"1.5";"nM";"8.82";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2027127";"Cytotoxicity against HUVEC after 48 hrs using resazurin by microplate fluorometer analysis";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL613979";"HUVEC";"Homo sapiens";"CELL-LINE";"CHEMBL2021797";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3307501";"";""
"CHEMBL2024561";"";"None";"440.50";"0";"1.97";"50, KPU-105";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)c3ccccc3)c2)[nH]c1=O";"IC50";"'='";"0.5";"nM";"9.30";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2027127";"Cytotoxicity against HUVEC after 48 hrs using resazurin by microplate fluorometer analysis";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL613979";"HUVEC";"Homo sapiens";"CELL-LINE";"CHEMBL2021797";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3307501";"";""
"CHEMBL1096380";"PLINABULIN";"3.0";"336.40";"0";"0.74";"11, KPU-2/NPI-2358, Plinabulin";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O";"TGI";"'='";"58.5";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2024694";"Antitumor activity against human DU145 cells xenografted in nu/nu mouse assessed as tumor growth inhibition at 7.5 mg/kg, ip administered on day 1, 3, 5, 8 and 11 measured on day 40 relative to control";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"DU-145";"None";"DOSE = 7.5 mg.kg-1 | ROUTE: Intraperitoneal";"";"";"CHEMBL613508";"DU-145";"Homo sapiens";"CELL-LINE";"CHEMBL2021797";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3308034";"";""
"CHEMBL2031707";"";"None";"440.55";"0";"3.93";"4b";"CC(C)=CCc1[nH]c2ccccc2c1C[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O";"IC50";"'='";"29800.0";"nM";"4.53";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2032597";"Cytotoxicity against human K562 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"K562";"None";"";"";"";"CHEMBL385";"K562";"Homo sapiens";"CELL-LINE";"CHEMBL2029224";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3308378";"";""
"CHEMBL3289289";"";"None";"366.42";"0";"0.75";"4x";"COc1ccccc1/C=c1/[nH]c(=O)/c(=C\c2nc[nH]c2C(C)(C)C)[nH]c1=O";"IC50";"'='";"80.0";"nM";"7.10";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3294665";"Cytotoxicity against human HeLa cells assessed as reduction in cell viability after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL399";"HeLa";"Homo sapiens";"CELL-LINE";"CHEMBL3286120";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3308376";"";""
"CHEMBL3289268";"";"None";"420.47";"0";"1.41";"4b";"C=CCn1c(=O)/c(=C\c2cc(OC)c(OC)c(OC)c2)[nH]c(=O)/c1=C\c1ccccc1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL3294667";"Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7";"None";"";"";"";"CHEMBL387";"MCF7";"Homo sapiens";"CELL-LINE";"CHEMBL3286120";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3308403";"";""
"CHEMBL3289276";"";"None";"378.40";"0";"1.53";"4j";"C=CCn1c(=O)/c(=C\c2ccccc2F)[nH]c(=O)/c1=C\c1ccccc1OC";"IC50";"'='";"23000.0";"nM";"4.64";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3294667";"Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7";"None";"";"";"";"CHEMBL387";"MCF7";"Homo sapiens";"CELL-LINE";"CHEMBL3286120";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3308403";"";""
"CHEMBL1096380";"PLINABULIN";"3.0";"336.40";"0";"0.74";"Plinabulin";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3294667";"Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7";"None";"";"";"";"CHEMBL387";"MCF7";"Homo sapiens";"CELL-LINE";"CHEMBL3286120";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3308403";"";""
"CHEMBL3289269";"";"None";"488.18";"0";"2.91";"4c";"C=CCn1c(=O)/c(=C\c2cccc(Br)c2)[nH]c(=O)/c1=C\c1cccc(Br)c1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL3294430";"Cytotoxicity against human NCI-H1975 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1975";"None";"";"";"";"CHEMBL614348";"NCI-H1975";"Homo sapiens";"CELL-LINE";"CHEMBL3286120";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307601";"";""
"CHEMBL3289272";"";"None";"394.86";"0";"2.04";"4f";"C=CCn1c(=O)/c(=C\c2cccc(Cl)c2)[nH]c(=O)/c1=C\c1ccccc1OC";"IC50";"'='";"5100.0";"nM";"5.29";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3294430";"Cytotoxicity against human NCI-H1975 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1975";"None";"";"";"";"CHEMBL614348";"NCI-H1975";"Homo sapiens";"CELL-LINE";"CHEMBL3286120";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307601";"";""
"CHEMBL1096380";"PLINABULIN";"3.0";"336.40";"0";"0.74";"KPU-02; NPI-2358; tBu-delta-PLH";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O";"Ratio IC50";"'>'";"20.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3881602";"Ratio of IC50 for human CCD-27sk cells to IC50 for mouse B16F10 cells";"U";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"B16-F10";"None";"";"";"";"CHEMBL612656";"B16-F10";"Mus musculus";"CELL-LINE";"CHEMBL3881525";"38";"Patent Bioactivity Data";"";"2007";"CHEMBL3307762";"";""
"CHEMBL1096380";"PLINABULIN";"3.0";"336.40";"0";"0.74";"KPU-02; NPI-2358; tBu-delta-PLH";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL3881630";"Induction of apoptosis in HUVEC assessed as cell membrane blebbing";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL613979";"HUVEC";"Homo sapiens";"CELL-LINE";"CHEMBL3881525";"38";"Patent Bioactivity Data";"";"2007";"CHEMBL3307501";"";""
"CHEMBL1096380";"PLINABULIN";"3.0";"336.40";"0";"0.74";"KPU-02; NPI-2358; tBu-delta-PLH";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O";"Activity";"";"";"";"";"";"Dose-dependent effect";"";"";"";"";"";"0";"CHEMBL3881634";"Induction of apoptosis in human Jurkat cells assessed as caspase3 activation";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Jurkat";"None";"";"";"";"CHEMBL397";"Jurkat";"Homo sapiens";"CELL-LINE";"CHEMBL3881525";"38";"Patent Bioactivity Data";"";"2007";"CHEMBL3307526";"";""
"CHEMBL3930439";"";"None";"338.41";"0";"1.91";"t-Bu-PLH";"CC(C)(C)c1[nH]cnc1/C=C1\NC(=O)C(Cc2ccccc2)NC1=O";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL3881638";"Induction of monolayer permeability in HUVEC assessed as colchicin transport at 2 uM measured up to 1 hr";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL613979";"HUVEC";"Homo sapiens";"CELL-LINE";"CHEMBL3881525";"38";"Patent Bioactivity Data";"";"2007";"CHEMBL3307501";"";""
"CHEMBL3289288";"";"None";"389.24";"0";"2.04";"4w";"COc1ccccc1/C=c1/[nH]c(=O)/c(=C\c2cccc(Cl)c2Cl)[nH]c1=O";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL3294672";"Cytotoxicity against human U937 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"U-937";"None";"";"";"";"CHEMBL612794";"U-937";"Homo sapiens";"CELL-LINE";"CHEMBL3286120";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3308006";"";""
"CHEMBL3289279";"";"None";"429.30";"0";"2.70";"4m";"C=CCn1c(=O)/c(=C\c2cccc(Cl)c2Cl)[nH]c(=O)/c1=C\c1ccccc1OC";"IC50";"'='";"1600.0";"nM";"5.80";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3294665";"Cytotoxicity against human HeLa cells assessed as reduction in cell viability after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL399";"HeLa";"Homo sapiens";"CELL-LINE";"CHEMBL3286120";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3308376";"";""
"CHEMBL3289281";"";"None";"457.30";"0";"2.29";"4o";"C=CCn1c(=O)/c(=C\c2cc(Br)ccc2F)[nH]c(=O)/c1=C\c1ccccc1OC";"IC50";"'='";"34600.0";"nM";"4.46";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3294665";"Cytotoxicity against human HeLa cells assessed as reduction in cell viability after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL399";"HeLa";"Homo sapiens";"CELL-LINE";"CHEMBL3286120";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3308376";"";""
"CHEMBL3289275";"";"None";"394.86";"0";"2.04";"4i";"C=CCn1c(=O)/c(=C\c2ccccc2Cl)[nH]c(=O)/c1=C\c1ccccc1OC";"IC50";"'='";"4700.0";"nM";"5.33";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3294667";"Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7";"None";"";"";"";"CHEMBL387";"MCF7";"Homo sapiens";"CELL-LINE";"CHEMBL3286120";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3308403";"";""
"CHEMBL3289279";"";"None";"429.30";"0";"2.70";"4m";"C=CCn1c(=O)/c(=C\c2cccc(Cl)c2Cl)[nH]c(=O)/c1=C\c1ccccc1OC";"IC50";"'='";"2100.0";"nM";"5.68";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3294667";"Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7";"None";"";"";"";"CHEMBL387";"MCF7";"Homo sapiens";"CELL-LINE";"CHEMBL3286120";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3308403";"";""
"CHEMBL3289268";"";"None";"420.47";"0";"1.41";"4b";"C=CCn1c(=O)/c(=C\c2cc(OC)c(OC)c(OC)c2)[nH]c(=O)/c1=C\c1ccccc1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL3294430";"Cytotoxicity against human NCI-H1975 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1975";"None";"";"";"";"CHEMBL614348";"NCI-H1975";"Homo sapiens";"CELL-LINE";"CHEMBL3286120";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307601";"";""
"CHEMBL3289267";"";"None";"399.28";"0";"2.69";"4a";"C=CCn1c(=O)/c(=C\c2ccc(Cl)c(Cl)c2)[nH]c(=O)/c1=C\c1ccccc1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL3294668";"Cytotoxicity against human A549 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"A549";"None";"";"";"";"CHEMBL392";"A549";"Homo sapiens";"CELL-LINE";"CHEMBL3286120";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307651";"";""
