,Mol_ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard_Type,Standard Relation,standard_value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target_Name,Target Organism,Target Type,Document_ID,Source ID,Source_Description,Document_Journal,Document_Year,Cell ChEMBL ID,Properties,Action Type
74,CHEMBL3289275,,None,394.86,0,2.04,4i,C=CCn1c(=O)/c(=C\c2ccccc2Cl)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,'=',4700.0,nM,5.33,,,UO_0000065,,,,,0,CHEMBL3294667,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,MCF7,None,,,,CHEMBL387,MCF7,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308403,,
75,CHEMBL3289279,,None,429.3,0,2.7,4m,C=CCn1c(=O)/c(=C\c2cccc(Cl)c2Cl)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,'=',2100.0,nM,5.68,,,UO_0000065,,,,,0,CHEMBL3294667,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,MCF7,None,,,,CHEMBL387,MCF7,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308403,,
76,CHEMBL3289268,,None,420.47,0,1.41,4b,C=CCn1c(=O)/c(=C\c2cc(OC)c(OC)c(OC)c2)[nH]c(=O)/c1=C\c1ccccc1,IC50,,,,,,Not Active,,,,,,0,CHEMBL3294430,Cytotoxicity against human NCI-H1975 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,NCI-H1975,None,,,,CHEMBL614348,NCI-H1975,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307601,,
77,CHEMBL3289267,,None,399.28,0,2.69,4a,C=CCn1c(=O)/c(=C\c2ccc(Cl)c(Cl)c2)[nH]c(=O)/c1=C\c1ccccc1,IC50,,,,,,Not Active,,,,,,0,CHEMBL3294668,Cytotoxicity against human A549 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A549,None,,,,CHEMBL392,A549,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307651,,
78,CHEMBL3289270,,None,499.36,0,2.17,4d,C=CCn1c(=O)/c(=C\c2cc(OC)c(OC)c(OC)c2)[nH]c(=O)/c1=C\c1cccc(Br)c1,IC50,,,,,,Not Active,,,,,,0,CHEMBL3294670,Cytotoxicity against human K562 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,K562,None,,,,CHEMBL385,K562,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308378,,
81,CHEMBL2048712,,None,470.53,0,1.98,16b,COc1cccc(C(=O)c2cccc(/C=c3\[nH]c(=O)/c(=C/c4nc[nH]c4C(C)(C)C)[nH]c3=O)c2)c1,IC50,'=',39.0,nM,7.41,,,UO_0000065,,,,,0,CHEMBL2051659,Cytotoxicity against human HT-29 cells after 48 hrs by XTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL2046436,1,Scientific Literature,Bioorg. Med. Chem.,2012.0,CHEMBL3307768,,
82,CHEMBL1096380,PLINABULIN,3.0,336.4,0,0.74,Plinabulin,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,IC50,'=',44.2,nM,7.36,,,UO_0000065,,,,,0,CHEMBL3999790,Cytotoxicity against human NCI-H446 cells assessed as decrease in cell viability after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,NCI-H446,None,,,,CHEMBL612440,NCI-H446,Homo sapiens,CELL-LINE,CHEMBL3997832,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2017.0,CHEMBL3307760,,
83,CHEMBL1096380,PLINABULIN,3.0,336.4,0,0.74,"3, NPI-2358/KPU-2",CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,IC50,'=',15.0,nM,7.82,,,UO_0000065,,,,,0,CHEMBL2051666,Cytotoxicity against human HT-29 cells after 48 hrs by resazurin assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL2046436,1,Scientific Literature,Bioorg. Med. Chem.,2012.0,CHEMBL3307768,,
84,CHEMBL2048709,,None,442.52,0,1.82,6,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(O)c3ccccc3)c2)[nH]c1=O,IC50,'=',41.0,nM,7.39,,,UO_0000065,,,,,0,CHEMBL2051659,Cytotoxicity against human HT-29 cells after 48 hrs by XTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL2046436,1,Scientific Literature,Bioorg. Med. Chem.,2012.0,CHEMBL3307768,,
85,CHEMBL2024561,,None,440.5,0,1.97,"4, KPU-105",CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)c3ccccc3)c2)[nH]c1=O,IC50,'=',2.3,nM,8.64,,,UO_0000065,,,,,0,CHEMBL2051660,Cytotoxicity against human HeLa cells after 48 hrs by WST-8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL399,HeLa,Homo sapiens,CELL-LINE,CHEMBL2046436,1,Scientific Literature,Bioorg. Med. Chem.,2012.0,CHEMBL3308376,,
88,CHEMBL2022202,,None,326.36,0,0.33,59,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccco2)[nH]c1=O,IC50,'=',712.0,nM,6.15,,,UO_0000065,,,,,0,CHEMBL2026543,Cytotoxicity against human HT-29 cells after 48 hrs using resazurin by microplate fluorometer analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL2021797,1,Scientific Literature,J. Med. Chem.,2012.0,CHEMBL3307768,,
90,CHEMBL4644952,,None,416.41,0,1.12,14f,Cc1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)c3ccc(F)cc3)c2)[nH]c1=O,IC50,'=',15.9,nM,7.8,,,UO_0000065,,,,,0,CHEMBL4629251,Cytotoxicity against human NCI-H460 cells assessed as reduction in cell viability after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,NCI-H460,None,,,,CHEMBL396,NCI-H460,Homo sapiens,CELL-LINE,CHEMBL4627367,1,Scientific Literature,Bioorg. Med. Chem.,2020.0,CHEMBL3307677,,
91,CHEMBL4647656,,None,400.41,0,2.65,17c,O=c1[nH]/c(=C\c2cccc(Oc3ccc(F)cc3)c2)c(=O)[nH]/c1=C\c1ccccc1,IC50,'=',389.11,nM,6.41,,,UO_0000065,,,,,0,CHEMBL4629251,Cytotoxicity against human NCI-H460 cells assessed as reduction in cell viability after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,NCI-H460,None,,,,CHEMBL396,NCI-H460,Homo sapiens,CELL-LINE,CHEMBL4627367,1,Scientific Literature,Bioorg. Med. Chem.,2020.0,CHEMBL3307677,,
92,CHEMBL4642877,,None,406.46,0,3.18,17d,O=c1[nH]/c(=C\C2CCCCC2)c(=O)[nH]/c1=C\c1cccc(Oc2ccc(F)cc2)c1,IC50,'>',1000.0,nM,,,,UO_0000065,,,,,0,CHEMBL4629251,Cytotoxicity against human NCI-H460 cells assessed as reduction in cell viability after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,NCI-H460,None,,,,CHEMBL396,NCI-H460,Homo sapiens,CELL-LINE,CHEMBL4627367,1,Scientific Literature,Bioorg. Med. Chem.,2020.0,CHEMBL3307677,,
93,CHEMBL4636627,,None,432.46,0,2.5,14a,CC(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(Oc3ccc(F)cc3)c2)[nH]c1=O,IC50,'=',3.7,nM,8.43,,,UO_0000065,,,,,0,CHEMBL4629253,Cytotoxicity against human HT-29 cells assessed as reduction in cell viability after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL4627367,1,Scientific Literature,Bioorg. Med. Chem.,2020.0,CHEMBL3307768,,
94,CHEMBL190059,,None,333.39,0,1.94,"6a, cyclo-L-Trp-L-Phe",O=C1N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H]1Cc1ccccc1,IC50,'>',100000.0,nM,,,,UO_0000065,,,,,0,CHEMBL2032598,Cytotoxicity against human cisplatin sensitive A2780 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A2780,None,,,,CHEMBL614004,A2780,Homo sapiens,CELL-LINE,CHEMBL2029224,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,CHEMBL3308421,,
98,CHEMBL2048708,,None,440.5,0,1.97,5,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccc(C(=O)c3ccccc3)cc2)[nH]c1=O,IC50,'=',1200.0,nM,5.92,,,UO_0000065,,,,,0,CHEMBL2051659,Cytotoxicity against human HT-29 cells after 48 hrs by XTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL2046436,1,Scientific Literature,Bioorg. Med. Chem.,2012.0,CHEMBL3307768,,
99,CHEMBL2048711,,None,470.53,0,1.98,16a,COc1ccccc1C(=O)c1cccc(/C=c2\[nH]c(=O)/c(=C/c3nc[nH]c3C(C)(C)C)[nH]c2=O)c1,IC50,'=',360.0,nM,6.44,,,UO_0000065,,,,,0,CHEMBL2051659,Cytotoxicity against human HT-29 cells after 48 hrs by XTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL2046436,1,Scientific Literature,Bioorg. Med. Chem.,2012.0,CHEMBL3307768,,
100,CHEMBL2048714,,None,500.56,1,1.99,16d,COc1cccc(C(=O)c2cccc(/C=c3\[nH]c(=O)/c(=C/c4nc[nH]c4C(C)(C)C)[nH]c3=O)c2)c1OC,IC50,'=',955.0,nM,6.02,,,UO_0000065,,,,,0,CHEMBL2051659,Cytotoxicity against human HT-29 cells after 48 hrs by XTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL2046436,1,Scientific Literature,Bioorg. Med. Chem.,2012.0,CHEMBL3307768,,
101,CHEMBL2048715,,None,500.56,1,1.99,16e,COc1ccc(C(=O)c2cccc(/C=c3\[nH]c(=O)/c(=C/c4nc[nH]c4C(C)(C)C)[nH]c3=O)c2)c(OC)c1,IC50,'=',1800.0,nM,5.75,,,UO_0000065,,,,,0,CHEMBL2051659,Cytotoxicity against human HT-29 cells after 48 hrs by XTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL2046436,1,Scientific Literature,Bioorg. Med. Chem.,2012.0,CHEMBL3307768,,
104,CHEMBL2024536,,None,396.45,0,0.76,25,COc1cc(/C=c2\[nH]c(=O)/c(=C/c3nc[nH]c3C(C)(C)C)[nH]c2=O)cc(OC)c1,IC50,'=',45.4,nM,7.34,,,UO_0000065,,,,,0,CHEMBL2026543,Cytotoxicity against human HT-29 cells after 48 hrs using resazurin by microplate fluorometer analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL2021797,1,Scientific Literature,J. Med. Chem.,2012.0,CHEMBL3307768,,
106,CHEMBL2024561,,None,440.5,0,1.97,"4, KPU-105",CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)c3ccccc3)c2)[nH]c1=O,IC50,'=',1.4,nM,8.85,,,UO_0000065,,,,,0,CHEMBL2051666,Cytotoxicity against human HT-29 cells after 48 hrs by resazurin assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL2046436,1,Scientific Literature,Bioorg. Med. Chem.,2012.0,CHEMBL3307768,,
107,CHEMBL2048710,,None,438.49,0,1.95,7,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccc3c(c2)C(=O)c2ccccc2-3)[nH]c1=O,IC50,'=',2800.0,nM,5.55,,,UO_0000065,,,,,0,CHEMBL2051666,Cytotoxicity against human HT-29 cells after 48 hrs by resazurin assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL2046436,1,Scientific Literature,Bioorg. Med. Chem.,2012.0,CHEMBL3307768,,
108,CHEMBL2048718,,None,458.49,0,2.11,16h,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)c3ccccc3F)c2)[nH]c1=O,IC50,'=',3.0,nM,8.52,,,UO_0000065,,,,,0,CHEMBL2051659,Cytotoxicity against human HT-29 cells after 48 hrs by XTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL2046436,1,Scientific Literature,Bioorg. Med. Chem.,2012.0,CHEMBL3307768,,
109,CHEMBL2031713,,None,325.41,0,2.22,13b,CC(C)=CCc1[nH]c2ccccc2c1C[C@H]1NC(=O)[C@H](C)NC1=O,IC50,'=',35300.0,nM,4.45,,,UO_0000065,,,,,0,CHEMBL2032597,Cytotoxicity against human K562 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,K562,None,,,,CHEMBL385,K562,Homo sapiens,CELL-LINE,CHEMBL2029224,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,CHEMBL3308378,,
110,CHEMBL2031706,,None,367.49,0,3.25,3b,CC(C)=CCc1[nH]c2ccccc2c1C[C@@H]1NC(=O)[C@H](CC(C)C)NC1=O,IC50,'=',75000.0,nM,4.12,,,UO_0000065,,,,,0,CHEMBL2032599,Cytotoxicity against human cisplatin resistant A2780 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A2780,None,,,,CHEMBL614004,A2780,Homo sapiens,CELL-LINE,CHEMBL2029224,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,CHEMBL3308421,,
114,CHEMBL3289268,,None,420.47,0,1.41,4b,C=CCn1c(=O)/c(=C\c2cc(OC)c(OC)c(OC)c2)[nH]c(=O)/c1=C\c1ccccc1,IC50,,,,,,Not Active,,,,,,0,CHEMBL3294665,Cytotoxicity against human HeLa cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL399,HeLa,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308376,,
115,CHEMBL3289272,,None,394.86,0,2.04,4f,C=CCn1c(=O)/c(=C\c2cccc(Cl)c2)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,'=',5500.0,nM,5.26,,,UO_0000065,,,,,0,CHEMBL3294665,Cytotoxicity against human HeLa cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL399,HeLa,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308376,,
116,CHEMBL1096380,PLINABULIN,3.0,336.4,0,0.74,Plinabulin,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,IC50,'=',10.0,nM,8.0,,,UO_0000065,,,,,0,CHEMBL3294669,Cytotoxicity against human HL60 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HL-60,None,,,,CHEMBL383,HL-60,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307654,,
117,CHEMBL3289283,,None,392.43,0,1.84,4q,C=CCn1c(=O)/c(=C\c2cc(F)ccc2C)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,'=',3800.0,nM,5.42,,,UO_0000065,,,,,0,CHEMBL3294671,Cytotoxicity against human MOLT4 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,MOLT-4,None,,,,CHEMBL614177,MOLT-4,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307557,,
118,CHEMBL3289279,,None,429.3,0,2.7,4m,C=CCn1c(=O)/c(=C\c2cccc(Cl)c2Cl)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,'=',1200.0,nM,5.92,,,UO_0000065,,,,,0,CHEMBL3294671,Cytotoxicity against human MOLT4 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,MOLT-4,None,,,,CHEMBL614177,MOLT-4,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307557,,
119,CHEMBL3289273,,None,378.4,0,1.53,4g,C=CCn1c(=O)/c(=C\c2cccc(F)c2)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,'=',9100.0,nM,5.04,,,UO_0000065,,,,,0,CHEMBL3294665,Cytotoxicity against human HeLa cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL399,HeLa,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308376,,
120,CHEMBL3289274,,None,374.44,0,1.7,4h,C=CCn1c(=O)/c(=C\c2cccc(C)c2)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,'=',19300.0,nM,4.71,,,UO_0000065,,,,,0,CHEMBL3294665,Cytotoxicity against human HeLa cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL399,HeLa,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308376,,
121,CHEMBL3289271,,None,439.31,0,2.15,4e,C=CCn1c(=O)/c(=C\c2cccc(Br)c2)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,'=',5400.0,nM,5.27,,,UO_0000065,,,,,0,CHEMBL3294667,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,MCF7,None,,,,CHEMBL387,MCF7,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308403,,
122,CHEMBL1868039,,None,350.37,0,0.74,4v,COc1ccccc1/C=c1/[nH]c(=O)/c(=C\c2ccccc2OC)[nH]c1=O,IC50,,,,,,Not Active,,,,,,0,CHEMBL3294667,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,MCF7,None,,,,CHEMBL387,MCF7,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308403,,
123,CHEMBL3289271,,None,439.31,0,2.15,4e,C=CCn1c(=O)/c(=C\c2cccc(Br)c2)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,,,,,,Not Active,,,,,,0,CHEMBL3294430,Cytotoxicity against human NCI-H1975 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,NCI-H1975,None,,,,CHEMBL614348,NCI-H1975,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307601,,
124,CHEMBL3289273,,None,378.4,0,1.53,4g,C=CCn1c(=O)/c(=C\c2cccc(F)c2)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,'=',25600.0,nM,4.59,,,UO_0000065,,,,,0,CHEMBL3294430,Cytotoxicity against human NCI-H1975 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,NCI-H1975,None,,,,CHEMBL614348,NCI-H1975,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307601,,
125,CHEMBL3289277,,None,428.41,0,2.41,4k,C=CCn1c(=O)/c(=C\c2ccccc2C(F)(F)F)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,'=',14500.0,nM,4.84,,,UO_0000065,,,,,0,CHEMBL3294430,Cytotoxicity against human NCI-H1975 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,NCI-H1975,None,,,,CHEMBL614348,NCI-H1975,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307601,,
126,CHEMBL3289281,,None,457.3,0,2.29,4o,C=CCn1c(=O)/c(=C\c2cc(Br)ccc2F)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,,,,,,Not Active,,,,,,0,CHEMBL3294430,Cytotoxicity against human NCI-H1975 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,NCI-H1975,None,,,,CHEMBL614348,NCI-H1975,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307601,,
127,CHEMBL3289268,,None,420.47,0,1.41,4b,C=CCn1c(=O)/c(=C\c2cc(OC)c(OC)c(OC)c2)[nH]c(=O)/c1=C\c1ccccc1,IC50,,,,,,Not Active,,,,,,0,CHEMBL3294669,Cytotoxicity against human HL60 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HL-60,None,,,,CHEMBL383,HL-60,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307654,,
128,CHEMBL3289268,,None,420.47,0,1.41,4b,C=CCn1c(=O)/c(=C\c2cc(OC)c(OC)c(OC)c2)[nH]c(=O)/c1=C\c1ccccc1,IC50,,,,,,Not Active,,,,,,0,CHEMBL3294670,Cytotoxicity against human K562 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,K562,None,,,,CHEMBL385,K562,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308378,,
129,CHEMBL3289272,,None,394.86,0,2.04,4f,C=CCn1c(=O)/c(=C\c2cccc(Cl)c2)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,'=',4900.0,nM,5.31,,,UO_0000065,,,,,0,CHEMBL3294671,Cytotoxicity against human MOLT4 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,MOLT-4,None,,,,CHEMBL614177,MOLT-4,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307557,,
130,CHEMBL2024099,,None,336.4,0,0.79,14,CCCCc1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,IC50,'=',112.0,nM,6.95,,,UO_0000065,,,,,0,CHEMBL2026543,Cytotoxicity against human HT-29 cells after 48 hrs using resazurin by microplate fluorometer analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL2021797,1,Scientific Literature,J. Med. Chem.,2012.0,CHEMBL3307768,,
131,CHEMBL2024531,,None,396.45,0,0.76,20,COc1cccc(/C=c2\[nH]c(=O)/c(=C/c3nc[nH]c3C(C)(C)C)[nH]c2=O)c1OC,IC50,'=',868.0,nM,6.06,,,UO_0000065,,,,,0,CHEMBL2026543,Cytotoxicity against human HT-29 cells after 48 hrs using resazurin by microplate fluorometer analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL2021797,1,Scientific Literature,J. Med. Chem.,2012.0,CHEMBL3307768,,
132,CHEMBL2031711,,None,325.41,0,2.22,11b,CC(C)=CCc1[nH]c2ccccc2c1C[C@@H]1NC(=O)[C@@H](C)NC1=O,IC50,'=',77200.0,nM,4.11,,,UO_0000065,,,,,0,CHEMBL2032598,Cytotoxicity against human cisplatin sensitive A2780 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A2780,None,,,,CHEMBL614004,A2780,Homo sapiens,CELL-LINE,CHEMBL2029224,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,CHEMBL3308421,,
133,CHEMBL365348,,None,299.37,0,1.74,"3a, cyclo-L-Trp-L-Leu",CC(C)C[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,IC50,'>',100000.0,nM,,,,UO_0000065,,,,,0,CHEMBL2032599,Cytotoxicity against human cisplatin resistant A2780 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A2780,None,,,,CHEMBL614004,A2780,Homo sapiens,CELL-LINE,CHEMBL2029224,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,CHEMBL3308421,,
